file,R,G,B,correct
output0001.jpg,5,9,6,True
output0002.jpg,2,11,7,True
output0003.jpg,2,11,7,True
output0004.jpg,0,12,8,True
output0005.jpg,0,12,8,True
output0006.jpg,0,12,8,True
output0007.jpg,0,13,7,True
output0008.jpg,8,5,7,True
output0009.jpg,7,5,8,True
output0010.jpg,8,3,9,True
output0011.jpg,11,4,5,True
output0012.jpg,9,4,7,True
output0013.jpg,6,4,10,True
output0014.jpg,2,6,12,True
output0015.jpg,1,6,13,True
output0016.jpg,1,7,12,True
output0017.jpg,0,7,13,True
output0018.jpg,0,6,14,True
output0019.jpg,3,5,12,True
output0020.jpg,2,6,12,True
output0021.jpg,4,5,11,True
output0022.jpg,8,3,9,True
output0023.jpg,7,5,8,True
output0024.jpg,8,6,6,True
output0025.jpg,6,9,5,True
output0026.jpg,4,9,7,True
output0027.jpg,5,9,6,True
output0028.jpg,2,9,9,True
output0029.jpg,1,9,10,True
output0030.jpg,4,7,9,True
output0031.jpg,2,8,10,True
output0032.jpg,3,8,9,True
output0033.jpg,4,8,8,True
output0034.jpg,2,10,8,True
output0035.jpg,5,8,7,True
output0036.jpg,1,11,8,True
output0037.jpg,2,12,6,True
output0038.jpg,6,10,4,True
output0039.jpg,6,12,2,True
output0040.jpg,9,8,3,True
output0041.jpg,9,8,3,True
output0042.jpg,7,9,4,True
output0043.jpg,9,7,4,True
output0044.jpg,6,7,7,True
output0045.jpg,2,9,9,True
output0046.jpg,3,7,10,True
output0047.jpg,2,8,10,True
output0048.jpg,1,6,13,True
output0049.jpg,1,6,13,True
output0050.jpg,1,6,13,True
output0051.jpg,3,6,11,True
output0052.jpg,3,6,11,True
output0053.jpg,4,4,12,True
output0054.jpg,4,3,13,True
output0055.jpg,5,3,12,True
output0056.jpg,6,3,11,True
output0057.jpg,5,2,13,True
output0058.jpg,3,3,14,True
output0059.jpg,3,3,14,True
output0060.jpg,3,2,15,True
output0061.jpg,3,3,14,True
output0062.jpg,3,3,14,True
output0063.jpg,3,3,14,True
output0064.jpg,3,3,14,True
output0065.jpg,3,4,13,True
output0066.jpg,5,3,12,True
output0067.jpg,6,3,11,True
output0068.jpg,4,2,14,True
output0069.jpg,4,1,15,True
output0070.jpg,4,1,15,True
output0071.jpg,5,0,15,True
output0072.jpg,2,1,17,True
output0073.jpg,2,1,17,True
output0074.jpg,3,1,16,True
output0075.jpg,1,2,17,True
output0076.jpg,2,2,16,True
output0077.jpg,1,2,17,True
output0078.jpg,3,2,15,True
output0079.jpg,2,3,15,True
output0080.jpg,3,3,14,True
output0081.jpg,3,2,15,True
output0082.jpg,1,3,16,True
output0083.jpg,2,3,15,True
output0084.jpg,3,3,14,True
output0085.jpg,3,3,14,True
output0086.jpg,4,3,13,True
output0087.jpg,2,4,14,True
output0088.jpg,2,5,13,True
output0089.jpg,2,6,12,True
output0090.jpg,2,7,11,True
output0091.jpg,4,7,9,True
output0092.jpg,6,8,6,True
output0093.jpg,6,7,7,True
output0094.jpg,4,8,8,True
output0095.jpg,5,8,7,True
output0096.jpg,2,9,9,True
output0097.jpg,7,5,8,True
output0098.jpg,6,6,8,True
output0099.jpg,3,8,9,True
output0100.jpg,2,8,10,True
output0101.jpg,3,7,10,True
output0102.jpg,2,5,13,True
output0103.jpg,4,3,13,True
output0104.jpg,1,4,15,True
output0105.jpg,3,4,13,True
output0106.jpg,2,4,14,True
output0107.jpg,3,2,15,True
output0108.jpg,4,2,14,True
output0109.jpg,6,2,12,True
output0110.jpg,4,2,14,True
output0111.jpg,6,2,12,True
output0112.jpg,4,1,15,True
output0113.jpg,3,3,14,True
output0114.jpg,5,4,11,True
output0115.jpg,2,4,14,True
output0116.jpg,2,4,14,True
output0117.jpg,4,4,12,True
output0118.jpg,4,4,12,True
output0119.jpg,2,5,13,True
output0120.jpg,3,6,11,True
output0121.jpg,1,6,13,True
output0122.jpg,3,4,13,True
output0123.jpg,2,6,12,True
output0124.jpg,0,7,13,True
output0125.jpg,4,7,9,True
output0126.jpg,3,8,9,True
output0127.jpg,2,9,9,True
output0128.jpg,6,6,8,True
output0129.jpg,5,7,8,True
output0130.jpg,3,8,9,True
output0131.jpg,3,7,10,True
output0132.jpg,4,7,9,True
output0133.jpg,4,8,8,True
output0134.jpg,3,8,9,True
output0135.jpg,2,7,11,True
output0136.jpg,3,7,10,True
output0137.jpg,6,5,9,True
output0138.jpg,4,5,11,True
output0139.jpg,3,3,14,True
output0140.jpg,2,3,15,True
output0141.jpg,4,2,14,True
output0142.jpg,3,2,15,True
output0143.jpg,2,2,16,True
output0144.jpg,0,2,18,True
output0145.jpg,3,2,15,True
output0146.jpg,0,2,18,True
output0147.jpg,2,0,18,True
output0148.jpg,2,0,18,True
output0149.jpg,3,1,16,True
output0150.jpg,7,1,12,True
output0151.jpg,4,1,15,True
output0152.jpg,4,1,15,True
output0153.jpg,4,1,15,True
output0154.jpg,2,1,17,True
output0155.jpg,2,1,17,True
output0156.jpg,1,1,18,True
output0157.jpg,4,0,16,True
output0158.jpg,2,0,18,True
output0159.jpg,2,0,18,True
output0160.jpg,1,0,19,True
output0161.jpg,3,0,17,True
output0162.jpg,5,0,15,True
output0163.jpg,3,1,16,True
output0164.jpg,4,1,15,True
output0165.jpg,3,1,16,True
output0166.jpg,4,2,14,True
output0167.jpg,3,2,15,True
output0168.jpg,4,2,14,True
output0169.jpg,1,2,17,True
output0170.jpg,3,1,16,True
output0171.jpg,0,3,17,True
output0172.jpg,2,3,15,True
output0173.jpg,4,2,14,True
output0174.jpg,4,2,14,True
output0175.jpg,4,3,13,True
output0176.jpg,2,4,14,True
output0177.jpg,3,3,14,True
output0178.jpg,3,4,13,True
output0179.jpg,4,2,14,True
output0180.jpg,4,2,14,True
output0181.jpg,4,3,13,True
output0182.jpg,4,2,14,True
output0183.jpg,3,2,15,True
output0184.jpg,2,3,15,True
output0185.jpg,3,3,14,True
output0186.jpg,4,3,13,True
output0187.jpg,7,2,11,True
output0188.jpg,6,3,11,True
output0189.jpg,5,4,11,True
output0190.jpg,3,4,13,True
output0191.jpg,2,7,11,True
output0192.jpg,3,5,12,True
output0193.jpg,4,4,12,True
output0194.jpg,2,4,14,True
output0195.jpg,2,4,14,True
output0196.jpg,1,5,14,True
output0197.jpg,4,3,13,True
output0198.jpg,6,2,12,True
output0199.jpg,5,2,13,True
output0200.jpg,7,2,11,True
output0201.jpg,5,3,12,True
output0202.jpg,4,4,12,True
output0203.jpg,2,5,13,True
output0204.jpg,6,4,10,True
output0205.jpg,5,4,11,True
output0206.jpg,2,5,13,True
output0207.jpg,3,4,13,True
output0208.jpg,3,2,15,True
output0209.jpg,1,2,17,True
output0210.jpg,2,1,17,True
output0211.jpg,2,2,16,True
output0212.jpg,4,2,14,True
output0213.jpg,4,1,15,True
output0214.jpg,4,2,14,True
