2,4,5,6,7,9,10,11,13,16
52001170.34327386,18578664.93949843,76682268.47580378,45779648.32700685,70116315.10729092,35667355.96031296,87139467.2278082,63769352.261620626,24283365.72595088,74731162.69390938
149421508.48766816,61382497.78359659,233263164.12796533,162203727.86770964,240654326.96866018,122125710.86135909,309801805.08849925,209952697.75468242,73571659.03525327,264248702.76489606
314288115.8866708,130018170.4527368,492247397.7477647,353135159.0873282,518518267.30909336,264228819.54419672,673223812.9029756,451687929.8966899,152598581.8674194,577403370.0119326
532568798.9162822,223507632.61856616,843228166.0812364,615605267.3990015,896189154.2030964,459793582.31083244,1170434262.07296,785721611.3531895,260636267.68238685,1013645893.9227592
811566173.4363508,341226617.5379917,1292004199.3368535,949620905.6921943,1376920573.262428,708676908.1993608,1800620380.768878,1210163620.5665827,395339050.3264423,1568836738.0636125
1139736727.1721532,482463827.8407847,1829315248.8775837,1353444885.8124595,1956504387.628017,1010141851.2887057,2559285010.8667226,1740397434.532568,562727823.4685365,2241525928.498641
1520557317.778301,646626302.53685,2461413987.461938,1824890415.2060485,2635444752.5853043,1362907776.384038,3440092111.5466366,2356725893.182454,756416969.239398,3030191071.625716
1954632201.8313797,833334447.4646847,3180670937.7241,2362326262.1993637,3406842434.4290285,1765154945.3984747,4440472986.3056555,3057794471.4868813,977542793.3375106,3932645086.4839683
2434950078.2100353,1041977320.9140995,3989696390.115982,2963996222.2796016,4270296951.7978888,2216070977.2933598,5556427592.784882,3839673623.2266703,1225315250.577002,4945751806.068943
2965472738.8408146,1272048392.0657372,4884807838.742773,3629389935.64655,5225628563.88496,2715304181.9028544,6784552413.1361885,4702782885.044111,1498214912.104607,6068724418.239212
3539259649.361673,1523426751.6454015,5864675365.367276,4355918471.218712,6271339597.875169,3261369924.0719123,8119690115.170109,5644185435.214872,1796680707.8063037,7299447173.172199
4162093660.2119107,1794990915.681941,6928678088.619825,5141115568.422857,7398600795.37183,3853869450.1408234,9556022754.472488,6659258117.942631,2120355231.0486326,8634489880.480724
4820665624.978126,2086477058.0328302,8067068982.433983,5983007194.98896,8606812180.142132,4489037354.33482,11092368304.443249,7750067136.714653,2466997196.797023,10072900081.878155
5524336198.500478,2396860530.7474036,9287382072.611252,6881012651.729802,9896466446.517254,5168447129.250954,12721588213.820152,8918852820.862032,2835899078.5851097,11610120338.24542
6265398602.613462,2726559695.295719,10586452502.398514,7833483337.076169,11260862354.955025,5890603765.772266,14440397356.196068,10155431111.066717,3227779552.214262,13245325416.341576
7045943123.952259,3074224576.0063853,11958583302.378624,8836628443.54826,12699262146.888056,6652596855.043503,16253759269.384796,11451665124.275581,3640794299.454104,14975110115.263931
7864275530.50939,3440436880.409666,13411121632.637745,9891021030.472652,14207007873.724995,7455767098.205204,18142796809.517784,12824429854.879604,4072967729.430472,16797002073.55648
8719641177.80104,3823946778.3275805,14922410120.411278,10990992066.257545,15787835474.228031,8293975198.58934,20110571584.469852,14260294963.765102,4525610771.074173,18707691618.329594
9607019101.097534,4224713802.481393,16514056826.657555,12138869351.191402,17435328644.69501,9173634437.567753,22148262591.654205,15758527127.65965,4998700091.273169,20703064155.082314
10528095870.736908,4642572393.711021,18172608422.781425,13329066770.59381,19144245697.9774,10085146170.540373,24253921425.3199,17309270983.331493,5486259606.77091,22782175946.986748
11483263169.899183,5076152268.707852,19896293053.794823,14560864684.593637,20918699974.179817,11038420046.162996,26421275117.970535,18910968631.106083,5999910295.002224,24941512298.25
12471307503.291485,5525137193.841064,21683064410.992195,15831188276.817738,22742878695.863407,12018542531.363657,28642086748.752357,20561233723.342445,6523398932.703265,27178286036.222137
13484716064.054352,5989271126.661377,23530209095.000237,17140712531.54483,24634492172.09127,13029948378.939472,30922669604.37278,22258751507.210487,7065403818.437237,29490678509.55783
14525151102.213707,6468510541.433914,25441303023.30967,18485319374.03759,26566715700.2742,14080959048.6404,33241310960.731346,24002403708.22516,7625061653.49655,31875243384.111237
15591661183.621124,6961952720.646788,27412964106.35595,19865598463.324306,28542459231.84607,15149114029.128532,35619980607.33879,25791986195.67417,8193995249.995292,34328877519.86747
16683812600.54583,7469112148.520218,29434545300.95503,21278336726.80076,30574278453.10002,16252024101.21408,38034906525.87962,27627109882.631668,8784068971.137299,36850006984.1084
17798145882.156525,7989796376.538168,31510185310.835556,22722185604.850227,32647396634.27732,17382634322.644398,40489942913.30495,29496881716.221428,9388813616.57283,39432760038.261536
18932202098.44625,8523553550.005175,33631625580.59247,24194081323.341057,34760376060.679085,18539118388.505928,42994533582.25628,31412267137.654907,10004705730.520433,42078705973.10809
20089878953.571705,9069248361.731588,35809033052.07176,25690280273.469757,36914870005.51553,19717701795.599564,45527655696.58316,33371633533.364998,10634061947.361874,44781627826.83511
21268356535.690742,9628454172.098808,38034348290.61789,27214532959.199295,39105411897.73003,20920772357.296387,48102326239.948975,35364070218.241684,11274567695.669498,47540417107.58586
22467524555.814163,10200195590.137058,40308264388.02339,28763477642.58557,41328348619.17442,22150221009.79518,50689054350.17435,37385776844.6037,11930666108.04885,50351472912.594315
23686426104.229023,10784226227.258453,42629591574.370285,30332337665.34672,43582769987.87062,23397312929.51819,53301781514.255005,39430475183.308426,12594672760.086163,53213159487.46303
24919973316.867416,11380542202.383766,44990198998.39264,31920674755.57801,45864551325.10634,24666362250.00158,55974000050.31897,41508655058.80763,13267600820.52831,56122509522.26842
26168631703.305412,11986030415.581366,47388159968.59952,33529487106.850708,48172930535.37773,25953014498.47217,58647005555.75362,43601199638.47131,13957752678.86138,59075544725.734764
27438278242.10903,12603014519.130112,49843376568.781944,35161055208.23346,50530242402.51486,27269198237.8661,61348192681.93956,45729742842.37889,14655136831.380932,62069834698.62538
28733238331.504585,13230658575.909061,52332263835.980774,36801837119.957726,52904241094.80352,28605198781.219513,64060248941.39787,47882064499.031105,15368469965.096474,65101800956.30898
30038862276.274216,13868073727.295284,54852004872.6421,38460986929.71288,55302814200.19256,29948468003.563187,66758799541.14087,50042571680.24263,16083466131.443628,68172036640.47424
31359202542.596687,14516209997.020596,57414398063.41923,40131906197.45508,57717420043.583755,31315283654.205605,69493475072.81749,52239592826.96289,16806533325.753212,71274259417.5299
32699086911.3675,15174087376.660185,60002729910.685104,41817209788.616875,60146411305.92015,32687821409.590515,72211995393.74573,54420048414.588806,17536402699.98311,74407021642.73811
34048620865.8244,15840343287.738487,62628398317.70764,43516102003.14173,62598117158.41052,34094930656.013336,74930820627.1296,56611557569.34122,18285967185.65464,77572557478.70435
35413339050.81317,16516664971.925995,65297898638.283,45223112196.7043,65072755609.16553,35512210977.92331,77653021599.97884,58825481135.29623,19036138645.81449,80762371587.79257
36789592441.34457,17201508572.33617,67985433331.39403,46934398964.23125,67541947211.43733,36925161841.8764,80383234817.23097,61049203486.330505,19786677974.38916,83977399714.71002
38175834867.22091,17895395558.007042,70707886104.49286,48657316540.54846,70020172029.58728,38363532701.01547,83079438307.17886,63296231524.761734,20552592395.334923,87213322251.55357
39570834445.870605,18598036204.687386,73441022598.11005,50387343914.11011,72503023655.43808,39814123541.71144,85802218203.61401,65557700062.29462,21323966814.99099,90470338935.88373
40975418927.704,19309474126.187057,76216815363.98773,52117131397.278946,75008033292.95442,41263262032.67163,88480836316.74966,67850770208.97797,22090756771.04432,93742682585.50867
42390291412.88995,20029272504.365227,79017961280.154,53856689271.14444,77488554272.83662,42750561924.72221,91220108592.56662,70119071153.22032,22877136009.87532,97032004505.5849
43817293454.05903,20758386918.915157,81840105360.81194,55600305176.46601,79963588521.90115,44227921156.54039,93942945511.08044,72357159159.42358,23658773591.91047,100336175373.92935
45248502846.736664,21494927268.023716,84673971063.78947,57346654999.27092,82470233836.65776,45723271211.97156,96668380240.61699,74621513541.36133,24445396254.44623,103650384759.1037
46693655174.92793,22239737805.241524,87545769387.94922,59101424274.48206,84989999279.44382,47230343851.67724,99369890535.28886,76898569612.26399,25243731626.190666,106973285948.4415
48145201064.71648,22992646256.291283,90425826016.75124,60858657616.138504,87528767081.91483,48725737198.35657,102047327129.91522,79189972927.92773,26034961306.182495,110301525078.56389
49605862282.06802,23753486485.965637,93350799306.4689,62610725110.76149,90043641642.87102,50253626916.21222,104706186231.186,81473522128.21414,26838270535.780785,113633261367.00092
51097087281.65956,24522116736.73313,96258550944.13495,64370505471.5715,92537892884.0698,51760269778.80881,107348129043.30339,83718723184.58904,27633197172.383537,116968290290.03401
52588869609.52779,25297621409.31763,99193144968.9368,66137173623.885056,95037085238.11511,53293672968.72343,109966639804.98114,85965297455.6651,28446630409.051594,120303072912.08945
54094833564.47876,26080483616.64145,102173315797.31415,67893356358.406715,97552582272.1578,54840105353.05811,112579591921.59201,88235058263.66107,29259351814.324123,123637353420.07817
55604184497.14833,26870893223.809,105139776798.29451,69652318527.9044,100067320072.40794,56368238135.623085,115120722986.9563,90495001357.70547,30062803650.188095,126970462121.3744
57123375117.430405,27669772409.50264,108119626757.61241,71410324084.05573,102583861440.21198,57916866073.26836,117643953157.3666,92748948979.57614,30879775456.875908,130298696386.69485
58650054118.84737,28476220246.578686,111120557052.5676,73166458995.98785,105102697263.87997,59470083925.481094,120128833801.42871,94984675019.08655,31696389411.916553,133624785950.18849
60184612797.46,29291135659.882183,114100136203.69992,74922110533.34772,107611646098.04236,61019185322.48416,122588697746.66428,97207223177.0784,32516641049.303345,136945072118.1088
61716339353.83315,30111678532.095,117127344678.5373,76678332476.20181,110068103637.09952,62585990124.855194,125013315014.56348,99417936839.855,33329041014.324356,140253764651.21503
63253134919.797134,30938842906.85424,120117097126.70723,78432689906.07794,112548466400.98793,64131880370.05211,127417009545.16902,101614798700.08502,34142063964.11451,143549016481.43536
64796665537.10024,31772932288.25995,123149086826.90454,80181242166.10571,115023089707.57089,65702125432.8073,129822728344.37411,103817119754.50671,34975230881.19243,146835199900.89032
66343548427.926636,32613542270.939606,126156372574.06042,81931614853.91528,117548494454.83313,67254965228.957184,132171884649.0745,106020228405.16872,35794159101.051834,150105951803.44675
67891476213.34409,33459319528.144035,129179434787.50528,83674536804.96411,120001921670.1218,68821917935.20152,134519622589.45639,108218002767.24744,36617958425.31505,153363083101.35004
69448154342.69003,34311364051.592728,132258408891.90816,85418199877.08969,122457640008.49393,70397552127.90588,136799504739.3753,110350535552.6148,37432399328.584114,156605134520.6648
71012479770.7227,35169774134.16582,135278776500.91129,87151992130.11446,124899290609.73169,71957036595.081,139066862533.9552,112492974154.1621,38252666786.53823,159832391874.30563
72581464534.83197,36034441488.25688,138325133148.64197,88886324958.45319,127367240705.86966,73544670081.85341,141320723388.7782,114612765098.08313,39089371539.38869,163044753221.1706
74156678833.18994,36904927450.05072,141368021186.42813,90615557011.7787,129837085797.51495,75107134883.11002,143506986598.83124,116736162753.53778,39898251722.52603,166239821331.1363
75730907841.48453,37781555624.69799,144413184216.5526,92341537719.42444,132293798688.92844,76674320577.46573,145695600352.24567,118828465348.45784,40708528483.11216,169417640243.15833
77310313529.41277,38663246063.46947,147479720507.38367,94063015309.63568,134700124961.79584,78269545944.80403,147841112166.59125,120875502488.77826,41536074424.65376,172575517575.82703
78888638038.41843,39549264662.42619,150532743789.5885,95783522474.66988,137154757304.1066,79831101271.27539,149976044269.0255,122980527544.78514,42345793149.352554,175714330955.15274
80479936217.72789,40440470045.49602,153584564321.27002,97496465692.4337,139608312739.3235,81403065406.2872,152067077142.86658,125039462130.56104,43161025899.95705,178835313161.77472
82080635078.8805,41335648849.87071,156649555380.98083,99204352794.88242,142023757834.97583,82985493094.76505,154121532488.2675,127035014019.71011,43974926889.98369,181932797424.76752
83683695690.45181,42239479378.288574,159706975532.8696,100902796843.04185,144444806611.0248,84549978747.6217,156179965077.65115,129037676639.09349,44788784332.948074,185010496035.15527
85276273383.99078,43149791901.71159,162763915975.02167,102596504848.09784,146842672951.58386,86128764477.06082,158175832581.61877,131023074644.48654,45606086193.68402,188064093802.10803
86875516173.4129,44065593393.942986,165781550889.89703,104289304980.6992,149210135515.8958,87701831671.59424,160158554203.9818,133011501716.95169,46420130135.20235,191094585455.43207
88474428360.15201,44986302519.86867,168823999368.04977,105975028425.28607,151559931468.24048,89291010778.41681,162129245630.14883,134958775706.80585,47242792034.25254,194098501890.95398
90079733334.08803,45908552662.7286,171863588800.82672,107656042005.8866,153927934031.1103,90860549697.41664,164043640365.4908,136905127827.48904,48043385070.450424,197076932868.44003
91690531593.16838,46836946165.77374,174880624944.403,109330975730.01764,156260681737.66516,92420224748.27682,165972853777.95862,138842480847.94543,48858840976.72182,200030650119.42783
93293216174.92935,47768343805.33491,177889190236.87396,111005942476.42789,158588134486.3188,93997598899.5547,167840890413.59598,140727462173.15002,49685320633.382324,202959832962.12146
94899997664.52295,48707366230.26764,180915015412.05066,112668502518.66896,160925687339.86395,95559360303.6038,169729964956.89478,142585968041.12805,50481350626.709915,205863569290.3898
96505377626.31326,49650100560.23476,183940081623.85608,114322612364.181,163165943811.48035,97128444204.80994,171550028720.7364,144366442142.85092,51278012854.92424,208740037140.2009
98120407173.32341,50595656040.12382,186926838662.72266,115974911408.86746,165461319600.31134,98700754431.33127,173417383912.03674,146215980084.92255,52077994491.31813,211592831719.5161
99734711208.00656,51549053207.21118,189935373445.11102,117617568109.36636,167741781149.22015,100269865521.9772,175204744716.16248,148056434467.93262,52870662300.60463,214418903695.25336
101349542624.9732,52504052919.8699,192898477052.23633,119247097119.12733,169973285505.38834,101833152959.37837,176987945002.11508,149808371258.71747,53669889274.83481,217219794494.04865
102953256803.22229,53466880554.906296,195858360180.4696,120872603024.83954,172150612655.5189,103394326917.26602,178772122504.042,151529310754.0645,54456396232.82758,219994757862.0641
104571626191.84174,54436818596.785995,198808189659.6347,122493583386.0297,174373425065.35327,104953534172.43271,180476897056.5797,153264171969.68317,55252495387.18635,222741985391.38147
106193519470.08047,55410300575.84428,201777942274.6671,124106918261.30832,176579586085.0327,106493427043.78954,182197867194.40192,154978678822.9282,56012352092.48215,225463605753.90973
107819134954.23972,56386550491.76008,204710287276.0017,125707580605.14441,178794362672.60327,108053848127.51717,183877246500.43213,156651081470.33725,56787510331.7327,228156232107.00894
109445324441.49597,57363042082.18306,207627125823.72284,127307934769.31459,180987732812.9397,109590359854.62051,185548782873.69867,158278588916.10425,57551364210.48471,230821769771.5796
111056339569.70302,58353694705.2108,210553145143.17432,128891050848.66508,183141926351.52527,111140102650.69449,187204349395.31122,159935950718.6044,58324413734.31949,233455456596.88843
112677444982.34224,59343417370.97436,213475563401.71478,130471318349.57808,185284263133.5106,112680349268.6865,188800352128.88126,161613314913.57315,59078614577.45798,236069394427.60193
114287846615.68446,60341634451.292465,216369608758.34424,132049989908.53375,187378408918.8838,114221975478.14111,190370649022.32962,163243495275.12415,59842728827.62865,238636641736.4779
115907635666.52625,61345677656.01914,219226268480.5761,133626261412.60437,189508382341.31244,115742168852.1351,191933036956.10693,164872397176.7525,60593766674.75993,241199265418.25305
117516873474.7124,62348885970.551346,222120624661.80368,135175141447.25119,191554096463.6629,117276098515.32681,193440196305.9955,166469253166.36237,61337270341.84265,243735939989.08563
119128537508.78287,63357168846.2572,224929117895.30493,136728703247.6395,193529632889.89957,118799090707.73792,194954807567.8462,167997610022.88885,62087286080.0988,246294470626.90063
120731233046.60046,64370414391.455376,227749732370.73975,138267190989.8916,195543747374.16663,120323140973.07242,196393873188.80774,169559210224.20905,62834656111.32306,248781619301.07785
122357059731.37823,65396331258.415054,230546979856.93225,139799807392.2838,197603675619.77313,121817062641.65535,197831462012.48608,171090157033.77896,63554921611.16945,251244132616.38507
123973573412.29056,66418687519.29882,233317495908.94473,141309682130.57086,199629898041.24866,123318850423.8677,199192228577.2321,172595649702.1269,64288682330.855865,253678867446.67072
125591702075.69333,67449229248.160545,236079932951.786,142821147585.5783,201578047164.99792,124845573129.4089,200561578868.27417,174058679844.63318,65040837658.152054,256089825882.15158
127196128423.87851,68484112680.06081,238804062103.78986,144322973673.98682,203531952392.47772,126315734873.22128,201883945763.90094,175506656600.66364,65761618586.37541,258478347791.2395
