arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ
20,2,0.3,0.3,7,8,0.0,0.1820394901,0.382781876,0.4351786339,0.0651862918,0.0822565619,0.0840002825,-0.330385118,0.2307953401
20,2,0.3,0.3,7,8,0.05,0.1894140751,0.3784126825,0.4321732424,0.0663510867,0.082754764,0.0843909656,-0.3246521227,0.2316261592
20,2,0.3,0.3,7,8,0.1,0.1982170172,0.3743638376,0.4274191452,0.0673381115,0.0818953989,0.0838085867,-0.32130853,0.2285693183
20,2,0.3,0.3,7,8,0.15,0.2070925126,0.3711827757,0.4217247117,0.0686042846,0.0819790058,0.0835011932,-0.3206408398,0.2276567513
20,2,0.3,0.3,7,8,0.2,0.2172228371,0.3649384797,0.4178386832,0.0695404224,0.0814790088,0.0834014365,-0.3120382761,0.2258951779
20,2,0.3,0.3,7,8,0.25,0.2289497626,0.3606835434,0.410366694,0.0710666425,0.081236819,0.0833541526,-0.3110003928,0.2243642873
20,2,0.3,0.3,7,8,0.3,0.2413470918,0.3543391295,0.4043137787,0.0721064756,0.0803051604,0.0823506777,-0.3043644803,0.2205441621
20,2,0.3,0.3,7,8,0.35,0.2551437855,0.347790481,0.3970657336,0.0736445261,0.0805546661,0.0825882155,-0.2985152283,0.2203400394
20,2,0.3,0.3,7,8,0.4,0.2700096404,0.3410600207,0.3889303388,0.0752432879,0.0801943973,0.0818464348,-0.2931897026,0.2176241256
20,2,0.3,0.3,7,8,0.45,0.2872317635,0.3328377906,0.379930446,0.0765765329,0.0798219364,0.0819606442,-0.2857451351,0.2159952778
20,2,0.3,0.3,7,8,0.5,0.307918449,0.3219817903,0.3700997608,0.0779032102,0.0788045568,0.0814218851,-0.2738638198,0.212159607
20,2,0.3,0.3,7,8,0.55,0.3308601421,0.3126761167,0.3564637412,0.0793156313,0.0781877555,0.0805988704,-0.2688884922,0.2087739104
20,2,0.3,0.3,7,8,0.6,0.3569671868,0.2996179527,0.3434148606,0.0810707017,0.0777517886,0.0802654821,-0.2558210447,0.2060455515
20,2,0.3,0.3,7,8,0.65,0.3876523726,0.2846035634,0.327744064,0.0823280858,0.0766342748,0.0793512234,-0.2414630628,0.2014221809
20,2,0.3,0.3,7,8,0.7,0.4255416146,0.2677342093,0.3067241761,0.0835254595,0.0750467845,0.0780911725,-0.2287442425,0.1952787958
20,2,0.3,0.3,7,8,0.75,0.4701683151,0.2475226908,0.2823089942,0.0839941971,0.0728720688,0.0763245075,-0.2127363873,0.1876919591
20,2,0.3,0.3,7,8,0.8,0.5261124719,0.2205588603,0.2533286678,0.0846831672,0.0704125768,0.0735656686,-0.1877890527,0.1778786974
20,2,0.3,0.3,7,8,0.85,0.5968347913,0.1874431392,0.2157220695,0.0822274771,0.0657066328,0.0691819771,-0.159164209,0.1635233665
20,2,0.3,0.3,7,8,0.9,0.6899686507,0.1446968258,0.1653345235,0.0781742734,0.0593999071,0.0627938819,-0.1240591281,0.1441418556
20,2,0.3,0.3,7,8,0.95,0.8162487949,0.0858459671,0.097905238,0.0656254159,0.0477006989,0.0502534183,-0.0737866962,0.1123163737
20,2,0.3,0.3,7,10,0.0,0.1640005713,0.3437727711,0.4922266576,0.0624514444,0.0800686663,0.0841521693,-0.1953188846,0.2278384184
20,2,0.3,0.3,7,10,0.05,0.1712234798,0.3408540722,0.487922448,0.0637179697,0.0800127443,0.0842091117,-0.1937856964,0.2270810421
20,2,0.3,0.3,7,10,0.1,0.1786441961,0.3372613989,0.484094405,0.0648172785,0.0800586005,0.0847299006,-0.1904283929,0.2271369325
20,2,0.3,0.3,7,10,0.15,0.1875196915,0.3352191952,0.4772611133,0.0661607078,0.0792640572,0.0839360872,-0.1931772771,0.2237812911
20,2,0.3,0.3,7,10,0.2,0.1965312957,0.3313030314,0.4721656729,0.0671053582,0.0795523268,0.0843429742,-0.1904403899,0.2242908601
20,2,0.3,0.3,7,10,0.25,0.206875424,0.3270962259,0.4660283501,0.0684657664,0.0795560521,0.0845099314,-0.1881641018,0.2236641585
20,2,0.3,0.3,7,10,0.3,0.2191333595,0.3205328668,0.4603337737,0.069945401,0.0788956367,0.084490636,-0.1807319599,0.2213106716
20,2,0.3,0.3,7,10,0.35,0.2318860285,0.3158180455,0.452295926,0.0713191755,0.0785251788,0.0839898382,-0.179340165,0.2190599264
20,2,0.3,0.3,7,10,0.4,0.2457786982,0.3110245296,0.4431967722,0.0726201122,0.0782620022,0.0837492036,-0.1788522869,0.2173570146
20,2,0.3,0.3,7,10,0.45,0.2629331239,0.3035304031,0.433536473,0.0744324498,0.0780391085,0.0841278748,-0.1735243332,0.2160850145
20,2,0.3,0.3,7,10,0.5,0.2809231978,0.2955169779,0.4235598243,0.0758597594,0.0777603599,0.0841325837,-0.1674741315,0.2144889512
20,2,0.3,0.3,7,10,0.55,0.3037527761,0.2871923448,0.4090548791,0.0778500916,0.0768250629,0.0836730372,-0.1653298104,0.2104632977
20,2,0.3,0.3,7,10,0.6,0.3289419074,0.2759131646,0.3951449281,0.079336569,0.0756393565,0.082647743,-0.1566814011,0.2055024073
20,2,0.3,0.3,7,10,0.65,0.3599011676,0.2635104081,0.3765884243,0.0811606758,0.0747940077,0.0821687643,-0.1504323919,0.2016082051
20,2,0.3,0.3,7,10,0.7,0.3949432642,0.2491170065,0.3559397294,0.082746583,0.0733833579,0.0804455296,-0.1422942836,0.1950157917
20,2,0.3,0.3,7,10,0.75,0.4394692755,0.2299996429,0.3305310815,0.083555973,0.0711077488,0.0795119853,-0.1294682044,0.1879923878
20,2,0.3,0.3,7,10,0.8,0.4942287285,0.2081643875,0.297606884,0.0846722126,0.0686896274,0.0776210575,-0.118721891,0.179013709
20,2,0.3,0.3,7,10,0.85,0.5657861249,0.1782188739,0.2559950012,0.0840739226,0.0646198586,0.0739614091,-0.1004427465,0.1653129697
20,2,0.3,0.3,7,10,0.9,0.6611558539,0.1390382404,0.1998059057,0.0800772775,0.0586132463,0.0674780351,-0.0782705752,0.1464520085
20,2,0.3,0.3,7,10,0.95,0.7969060592,0.0833608741,0.1197330667,0.0675504247,0.0463991051,0.0545556013,-0.0469886814,0.1127833447
20,3,0.3,0.3,7,8,0.0,0.1816317349,0.3818342557,0.4365340094,0.0653576775,0.08223091,0.0838593021,-0.3271345021,0.2304895462
20,3,0.3,0.3,7,8,0.05,0.1897215696,0.3794317135,0.4308467169,0.066250249,0.0820042276,0.0836914479,-0.3280167101,0.2293092769
20,3,0.3,0.3,7,8,0.1,0.198070768,0.3737371371,0.4281920948,0.0673902958,0.0818162189,0.0836428809,-0.3192821795,0.2281860046
20,3,0.3,0.3,7,8,0.15,0.2070412397,0.3689706145,0.4239881458,0.0685135941,0.0814201351,0.083466,-0.3139530832,0.2264661669
20,3,0.3,0.3,7,8,0.2,0.2174373549,0.3642757882,0.4182868569,0.0699811748,0.0814392943,0.083726618,-0.3102647195,0.2258979016
20,3,0.3,0.3,7,8,0.25,0.228386332,0.3602433677,0.4113703003,0.0709925235,0.081271079,0.0834181342,-0.3091164352,0.2245569155
20,3,0.3,0.3,7,8,0.3,0.2407799479,0.3543459849,0.4048740672,0.0724463392,0.0809963387,0.0832737422,-0.3038179027,0.2228655325
20,3,0.3,0.3,7,8,0.35,0.254985825,0.347388153,0.3976260221,0.0736232767,0.0800220292,0.0823759243,-0.2971502839,0.2189469249
20,3,0.3,0.3,7,8,0.4,0.2701621737,0.3393920091,0.3904458171,0.0750535715,0.080140085,0.0824658168,-0.2883382012,0.2183354184
20,3,0.3,0.3,7,8,0.45,0.2879315885,0.3315189774,0.3805494341,0.0764688016,0.0795582629,0.082015661,-0.2824885207,0.2155501193
20,3,0.3,0.3,7,8,0.5,0.3071669226,0.3238787446,0.3689543328,0.0780903578,0.0792182612,0.0812365545,-0.2788031564,0.2127325147
20,3,0.3,0.3,7,8,0.55,0.3311609241,0.3121172564,0.3567218195,0.0794224788,0.0777863653,0.0807421633,-0.2675126933,0.2079575493
20,3,0.3,0.3,7,8,0.6,0.3570698754,0.3005632877,0.3423668369,0.0813167198,0.0777255432,0.0805065876,-0.2587597386,0.2060744392
20,3,0.3,0.3,7,8,0.65,0.3879932874,0.285544471,0.3264622416,0.0822416899,0.0757956989,0.0786994527,-0.2446267005,0.1988047994
20,3,0.3,0.3,7,8,0.7,0.4257888385,0.2684524583,0.3057587032,0.0831388358,0.0746181818,0.0775354401,-0.2311462134,0.1939544786
20,3,0.3,0.3,7,8,0.75,0.4697821259,0.2475878173,0.2826300568,0.084316187,0.0727537643,0.0763192838,-0.2125455779,0.1871206074
20,3,0.3,0.3,7,8,0.8,0.5256910058,0.2210663049,0.2532426893,0.0844172529,0.0695474352,0.073304931,-0.1888899204,0.1757537141
20,3,0.3,0.3,7,8,0.85,0.5967772343,0.1885734281,0.2146493377,0.0830275467,0.0659014474,0.0694765397,-0.1624975185,0.1635598556
20,3,0.3,0.3,7,8,0.9,0.6899713643,0.1447442425,0.1652843932,0.0783191827,0.059358492,0.06281411,-0.1242040918,0.1439084151
20,3,0.3,0.3,7,8,0.95,0.8169543328,0.0860296354,0.0970160317,0.0653434807,0.0473000235,0.0497496944,-0.0750432392,0.1109473239
20,3,0.3,0.3,7,10,0.0,0.1640011426,0.345150998,0.4908478595,0.0623636984,0.0808305197,0.0847386365,-0.1994541365,0.2301410116
20,3,0.3,0.3,7,10,0.05,0.1712154818,0.3414097904,0.4873747277,0.0635119723,0.079677764,0.0840171021,-0.1954448531,0.2262749557
20,3,0.3,0.3,7,10,0.1,0.1787333167,0.3387687364,0.4824979469,0.064582497,0.0801099934,0.0846193471,-0.1950395258,0.2272557373
20,3,0.3,0.3,7,10,0.15,0.1875082658,0.3338785304,0.4786132038,0.0660715882,0.0798684009,0.0847265712,-0.1891438569,0.2260058292
20,3,0.3,0.3,7,10,0.2,0.1969260542,0.3317570607,0.4713168851,0.0671964775,0.0795242026,0.0843060534,-0.1921972364,0.224134762
20,3,0.3,0.3,7,10,0.25,0.2076982183,0.3263244189,0.4659773628,0.0684356149,0.0784991809,0.0837069029,-0.186671475,0.2205139415
20,3,0.3,0.3,7,10,0.3,0.2187547399,0.3214452101,0.45980005,0.0698938225,0.0784734031,0.0837786393,-0.1830903703,0.2196240841
20,3,0.3,0.3,7,10,0.35,0.2322096619,0.3145312243,0.4532591138,0.0711711916,0.0777413832,0.0836589761,-0.1758033349,0.2170901466
20,3,0.3,0.3,7,10,0.4,0.246266719,0.3113960081,0.4423372728,0.0728587807,0.078383576,0.0842268984,-0.1804547435,0.2180128833
20,3,0.3,0.3,7,10,0.45,0.2628798515,0.303704074,0.4334160746,0.0743652472,0.0775396662,0.0829677007,-0.1739920734,0.2136935589
20,3,0.3,0.3,7,10,0.5,0.2816820081,0.2952280501,0.4230899418,0.0764619791,0.0771446976,0.0834872543,-0.1673661585,0.2119559449
20,3,0.3,0.3,7,10,0.55,0.3034535652,0.2857037169,0.4108427179,0.0777478233,0.0762021026,0.0834936269,-0.160564716,0.2089609336
20,3,0.3,0.3,7,10,0.6,0.3289237691,0.2761829543,0.3948932767,0.0797346281,0.0755478363,0.0827294567,-0.1574726318,0.205090518
20,3,0.3,0.3,7,10,0.65,0.3599531546,0.2630629485,0.3769838969,0.0810098785,0.0741935983,0.081675051,-0.1491420002,0.1997883411
20,3,0.3,0.3,7,10,0.7,0.3953757275,0.249530903,0.3550933695,0.0824505109,0.0728236582,0.0807566184,-0.1439684365,0.1943924687
20,3,0.3,0.3,7,10,0.75,0.439299318,0.2302173028,0.3304833792,0.0837072965,0.0710612515,0.0793369239,-0.1299512265,0.1875298065
20,3,0.3,0.3,7,10,0.8,0.4951222194,0.2079821473,0.2968956332,0.0845663559,0.0682159231,0.0772717205,-0.1190686614,0.1775677118
20,3,0.3,0.3,7,10,0.85,0.5672191952,0.1779130932,0.2548677116,0.0839326579,0.0644187272,0.0734606644,-0.1009584747,0.1643126897
20,3,0.3,0.3,7,10,0.9,0.6626771878,0.1382697183,0.1990530939,0.0797743315,0.0583045699,0.0677480068,-0.0774863427,0.1464173028
20,3,0.3,0.3,7,10,0.95,0.7957657728,0.0835739636,0.1206602635,0.0679713143,0.0466890654,0.0546677503,-0.0464876638,0.1131578659
20,4,0.3,0.3,7,8,0.0,0.181769272,0.3813035313,0.4369271968,0.065437501,0.0821871226,0.0839617337,-0.3256798657,0.2304624131
20,4,0.3,0.3,7,8,0.05,0.1811807048,0.3799528689,0.4388664263,0.0653166966,0.083801559,0.0856070954,-0.3210393116,0.235774024
20,4,0.3,0.3,7,8,0.1,0.1815941729,0.377757275,0.4406485521,0.0657951475,0.0854160004,0.0874798727,-0.3148659978,0.2409886724
20,4,0.3,0.3,7,8,0.15,0.1809977506,0.3785966366,0.4404056129,0.0660237416,0.0877885081,0.0896967429,-0.3167876602,0.2483126679
20,4,0.3,0.3,7,8,0.2,0.1820133538,0.3769890385,0.4409976077,0.0667246314,0.0890447801,0.0913631874,-0.3129804692,0.2524107374
20,4,0.3,0.3,7,8,0.25,0.1830560931,0.3729557611,0.4439881458,0.0668292173,0.0915258935,0.0939338582,-0.3019233763,0.2603850144
20,4,0.3,0.3,7,8,0.3,0.182757025,0.3705746421,0.4466683329,0.0673819224,0.0940955658,0.0968930383,-0.2944809512,0.2687154418
20,4,0.3,0.3,7,8,0.35,0.1862361552,0.3684333202,0.4453305245,0.0679853724,0.0950835008,0.0978693138,-0.291536116,0.2715445061
20,4,0.3,0.3,7,8,0.4,0.1855691791,0.3677409219,0.446689899,0.0682521739,0.0980276282,0.1010260708,-0.2887919449,0.2809956901
20,4,0.3,0.3,7,8,0.45,0.1918263291,0.3624368194,0.4457368515,0.0694901537,0.0992744857,0.1024726367,-0.2791367872,0.2845640559
20,4,0.3,0.3,7,8,0.5,0.1955986718,0.3583652658,0.4460360624,0.0705296888,0.1015338061,0.1044759023,-0.2706944692,0.2909492244
20,4,0.3,0.3,7,8,0.55,0.1981621737,0.3551036527,0.4467341736,0.0711184837,0.1055448283,0.1088556263,-0.2634731317,0.3037617971
20,4,0.3,0.3,7,8,0.6,0.2018129753,0.3503949727,0.447792052,0.0723873246,0.1069229677,0.111126221,-0.2529978934,0.3084840152
20,4,0.3,0.3,7,8,0.65,0.2116299497,0.3432250509,0.4451449995,0.0737559922,0.1093629841,0.1142969213,-0.2413051023,0.3163432308
20,4,0.3,0.3,7,8,0.7,0.2190523798,0.3358207591,0.4451268611,0.0767380318,0.1141076173,0.1195922327,-0.226514657,0.3305340304
20,4,0.3,0.3,7,8,0.75,0.2302484379,0.3282228014,0.4415287607,0.0779176159,0.1164941533,0.1226658052,-0.2149168422,0.3382657477
20,4,0.3,0.3,7,8,0.8,0.2461718856,0.3130932981,0.4407348163,0.0815239243,0.1198494425,0.1263748309,-0.1854517799,0.3475670098
20,4,0.3,0.3,7,8,0.85,0.2658656764,0.2959937159,0.4381406077,0.0831669389,0.1254820706,0.1314388626,-0.153846824,0.3639636584
20,4,0.3,0.3,7,8,0.9,0.2983862606,0.2834922698,0.4181214696,0.0888477905,0.1319452841,0.1399028245,-0.1488630699,0.3839113038
20,4,0.3,0.3,7,8,0.95,0.3323837612,0.2413777984,0.4262384404,0.1000319116,0.1381454024,0.1537343796,-0.0565171564,0.4066877487
20,4,0.3,0.3,7,10,0.0,0.1636549434,0.3433184561,0.4930266005,0.0624523077,0.0802750158,0.0845924031,-0.1936103117,0.2287608171
20,4,0.3,0.3,7,10,0.05,0.1631492127,0.3409311958,0.4959195915,0.0627239699,0.0816443187,0.0860890937,-0.1859428,0.2331526796
20,4,0.3,0.3,7,10,0.1,0.162603492,0.3369951798,0.5004013282,0.0628989734,0.0836120014,0.0889010674,-0.1735890313,0.2402986439
20,4,0.3,0.3,7,10,0.15,0.1625987789,0.3314609919,0.5059402292,0.0632782804,0.0848700607,0.0899741765,-0.1569817546,0.243916664
20,4,0.3,0.3,7,10,0.2,0.162645053,0.3279163066,0.5094386403,0.06330838,0.0867818763,0.0924889084,-0.1463939729,0.2506656278
20,4,0.3,0.3,7,10,0.25,0.1636780805,0.3245728568,0.5117490627,0.0638931538,0.0889057328,0.0947813357,-0.1373966508,0.2573153912
20,4,0.3,0.3,7,10,0.3,0.1646121327,0.3189229835,0.5164648838,0.0643212952,0.089843963,0.0964046533,-0.1213810833,0.2608423654
20,4,0.3,0.3,7,10,0.35,0.1643284893,0.314935409,0.5207361017,0.0648420892,0.0915299532,0.0988971131,-0.1091347163,0.2668320031
20,4,0.3,0.3,7,10,0.4,0.1668991324,0.30958289,0.5235179776,0.0652905365,0.0931023832,0.1006440863,-0.0956478023,0.2717909317
20,4,0.3,0.3,7,10,0.45,0.1699109508,0.3021981647,0.5278908844,0.0660110902,0.0948449089,0.1028811619,-0.0765054451,0.2775103833
20,4,0.3,0.3,7,10,0.5,0.1736305924,0.2989204128,0.5274489949,0.066779032,0.0969531579,0.1048813908,-0.0703918306,0.2836916092
20,4,0.3,0.3,7,10,0.55,0.1748884208,0.2919137359,0.5331978434,0.0677705664,0.09801641,0.1068084789,-0.0506296283,0.2875443513
20,4,0.3,0.3,7,10,0.6,0.1832311922,0.279221766,0.5375470418,0.0692108319,0.0994929323,0.1090584841,-0.0208964902,0.2923936418
20,4,0.3,0.3,7,10,0.65,0.1828340058,0.2702220159,0.5469439783,0.0696359764,0.1022491033,0.1128751081,0.0064999464,0.3020816221
20,4,0.3,0.3,7,10,0.7,0.1898315421,0.2626301996,0.5475382583,0.0708819235,0.1056957844,0.1162294453,0.0222778591,0.3122642323
20,4,0.3,0.3,7,10,0.75,0.199849609,0.2497439926,0.5504063984,0.0727840245,0.105626647,0.1176709621,0.0509184133,0.3128678138
20,4,0.3,0.3,7,10,0.8,0.2188144392,0.2355116935,0.5456738672,0.0758941168,0.1038276001,0.118117395,0.0746504802,0.3082472162
20,4,0.3,0.3,7,10,0.85,0.2289936087,0.2166451244,0.5543612668,0.0789907809,0.1080062694,0.1236325727,0.121071018,0.3215090629
20,4,0.3,0.3,7,10,0.9,0.2547477416,0.1916128111,0.5536394473,0.0880877327,0.1104272092,0.1328802614,0.1704138251,0.332592251
20,4,0.3,0.3,7,10,0.95,0.3114355697,0.1527695219,0.5357949084,0.0943388632,0.1047681822,0.1317213325,0.2302558646,0.3164018301
20,5,0.3,0.3,7,8,0.0,0.1817104295,0.3815716071,0.4367179634,0.0650730388,0.081470973,0.0834564448,-0.3264252508,0.2285848867
20,5,0.3,0.3,7,8,0.05,0.1800562716,0.3815446138,0.4383991145,0.0652640613,0.084332583,0.086312244,-0.3246901132,0.2377025922
20,5,0.3,0.3,7,8,0.1,0.1784558146,0.3789152712,0.4426289142,0.0653904271,0.0860704601,0.0879988735,-0.3152016282,0.2431631837
20,5,0.3,0.3,7,8,0.15,0.1770968686,0.3790366694,0.443866462,0.0655792049,0.0888203387,0.0906187772,-0.3142068769,0.2517306883
20,5,0.3,0.3,7,8,0.2,0.1759521548,0.3777432785,0.4463045667,0.065777527,0.0919662763,0.0942780863,-0.3091819902,0.2622183868
20,5,0.3,0.3,7,8,0.25,0.1749905381,0.3763564823,0.4486529796,0.0660580908,0.0937736801,0.0965225537,-0.304059985,0.2682973834
20,5,0.3,0.3,7,8,0.3,0.1754195737,0.3731281465,0.4514522798,0.0663867057,0.0950033578,0.0980024987,-0.2948040133,0.2723103152
20,5,0.3,0.3,7,8,0.35,0.1741277538,0.3727555254,0.4531167208,0.066642989,0.0984351856,0.10117894,-0.29239433,0.2827823763
20,5,0.3,0.3,7,8,0.4,0.1749149855,0.370218731,0.4548662834,0.067210652,0.1020580933,0.1047882479,-0.2855711786,0.2939427047
20,5,0.3,0.3,7,8,0.45,0.1761132574,0.3636739387,0.4602128039,0.0675981202,0.1038402022,0.1071312457,-0.2671350734,0.2999817082
20,5,0.3,0.3,7,8,0.5,0.175604099,0.3616594423,0.4627364587,0.0677344857,0.1070940247,0.1105808866,-0.2605824258,0.3103598831
20,5,0.3,0.3,7,8,0.55,0.1758221873,0.3613539472,0.4628238655,0.0682810162,0.1110977648,0.1151289974,-0.259884029,0.3232580143
20,5,0.3,0.3,7,8,0.6,0.1782215875,0.3559310172,0.4658473953,0.0689217149,0.114668524,0.1185572115,-0.2460146392,0.3340063682
20,5,0.3,0.3,7,8,0.65,0.1796048131,0.3519258757,0.4684693112,0.0697739568,0.1199645052,0.1244969486,-0.2353824401,0.3508711381
20,5,0.3,0.3,7,8,0.7,0.1854372121,0.3419105224,0.4726522655,0.0709350807,0.1222060768,0.1272659035,-0.2111687792,0.3579555984
20,5,0.3,0.3,7,8,0.75,0.1843809048,0.3365250116,0.4790940836,0.0715402363,0.1288854989,0.1343261872,-0.1939559396,0.3788976034
20,5,0.3,0.3,7,8,0.8,0.1934534938,0.3280728389,0.4784736673,0.0734974554,0.1324463254,0.1375729869,-0.1776720106,0.3888796766
20,5,0.3,0.3,7,8,0.85,0.2040469883,0.3097739851,0.4861790267,0.0778745436,0.1413048322,0.1491963187,-0.1333689435,0.4176745972
20,5,0.3,0.3,7,8,0.9,0.2155823901,0.2918423251,0.4925752848,0.0778636988,0.1536458732,0.1609445409,-0.0911093655,0.4552211009
20,5,0.3,0.3,7,8,0.95,0.2354322848,0.2577507052,0.50681701,0.0836464398,0.1617764449,0.1718712949,-0.0086844003,0.4813060161
20,5,0.3,0.3,7,10,0.0,0.1636745099,0.3436099547,0.4927155354,0.062615426,0.080238974,0.0845723605,-0.1945043739,0.2285734609
20,5,0.3,0.3,7,10,0.05,0.1615346163,0.3402042347,0.498261149,0.0624318447,0.082714094,0.0872494727,-0.1821473203,0.2368367983
20,5,0.3,0.3,7,10,0.1,0.1606015639,0.3356159532,0.503782483,0.0627033215,0.0841103245,0.0890444218,-0.1674494234,0.2416000709
20,5,0.3,0.3,7,10,0.15,0.1591843468,0.3314935552,0.509322098,0.0627039803,0.0861840702,0.0914889896,-0.1536650123,0.2486227888
20,5,0.3,0.3,7,10,0.2,0.1569818974,0.3277604884,0.5152576142,0.0627461034,0.0877381038,0.0938061515,-0.1402633627,0.2543864862
20,5,0.3,0.3,7,10,0.25,0.1555238333,0.324146392,0.5203297747,0.0627950542,0.0897665547,0.0958173095,-0.1279630092,0.2607769905
20,5,0.3,0.3,7,10,0.3,0.1552656122,0.3192240511,0.5255103367,0.0631563845,0.0926685704,0.0991101749,-0.1129377656,0.2702143708
20,5,0.3,0.3,7,10,0.35,0.1556635127,0.312934195,0.5314022923,0.0634064937,0.0942708872,0.1012605166,-0.0944660978,0.275757703
20,5,0.3,0.3,7,10,0.4,0.1540961902,0.3044978755,0.5414059342,0.063304265,0.0960829412,0.1032688131,-0.0675898168,0.2817269474
20,5,0.3,0.3,7,10,0.45,0.1531892741,0.2998353269,0.546975399,0.0638358992,0.0992634167,0.1074513952,-0.0526952548,0.2925862579
20,5,0.3,0.3,7,10,0.5,0.152524726,0.291149784,0.5563254901,0.0637656743,0.1013478679,0.1094859708,-0.0259740779,0.2990948895
20,5,0.3,0.3,7,10,0.55,0.1551876317,0.2851895598,0.5596228086,0.0645955101,0.1028747267,0.1118753812,-0.0107563109,0.3044706871
20,5,0.3,0.3,7,10,0.6,0.1557042168,0.2741143286,0.5701814546,0.0649261152,0.1052250576,0.1143459486,0.0219527975,0.311814149
20,5,0.3,0.3,7,10,0.65,0.1564290356,0.2637850537,0.5797859107,0.0662423769,0.1075865525,0.1185187027,0.0522158032,0.3206448835
20,5,0.3,0.3,7,10,0.7,0.1613699432,0.2529963223,0.5856337344,0.0673607941,0.1091258791,0.1209833923,0.0796410897,0.3260164649
20,5,0.3,0.3,7,10,0.75,0.1605809976,0.2357027886,0.6037162138,0.0664455357,0.1122058958,0.1240855624,0.1323106366,0.3360098811
20,5,0.3,0.3,7,10,0.8,0.1674945549,0.215137787,0.6173676581,0.0686244399,0.1138627618,0.1277823837,0.1870920841,0.3425708049
20,5,0.3,0.3,7,10,0.85,0.1699436569,0.193142143,0.6369142,0.0690963899,0.1161209753,0.1316154615,0.250629914,0.3511748173
20,5,0.3,0.3,7,10,0.9,0.183505695,0.1705353662,0.6459589388,0.0724218332,0.1164646516,0.1353744354,0.3048882065,0.3547857942
