arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ
20,5,0.3,0.3,7,10,0.95,0.2118658907,0.1318778877,0.6562562217,0.0821749236,0.1117905453,0.1398449799,0.3925004463,0.3466225256
20,6,0.3,0.3,7,8,0.0,0.181830828,0.3830372407,0.4351319313,0.06506748,0.0821306846,0.0837700862,-0.3309425501,0.2303419724
20,6,0.3,0.3,7,8,0.05,0.1793945799,0.3812434034,0.4393620166,0.0651852249,0.0847639687,0.0866229753,-0.3231247902,0.2390020393
20,6,0.3,0.3,7,8,0.1,0.1775441854,0.3813703717,0.4410854429,0.0654545836,0.0873119989,0.0896002356,-0.3216553005,0.2475001264
20,6,0.3,0.3,7,8,0.15,0.1751085086,0.3788555718,0.4460359196,0.0652677524,0.0899995515,0.0921264969,-0.3116752241,0.2560109976
20,6,0.3,0.3,7,8,0.2,0.1735470418,0.3774142179,0.4490387403,0.0655146748,0.0916908073,0.0941816067,-0.3057896954,0.2616665908
20,6,0.3,0.3,7,8,0.25,0.1716196665,0.3753324526,0.4530478809,0.0657442264,0.0939789866,0.0966466423,-0.2976170243,0.2690156378
20,6,0.3,0.3,7,8,0.3,0.1697901239,0.3745746421,0.455635234,0.0656645163,0.0968163066,0.0994449345,-0.2935140501,0.2780010989
20,6,0.3,0.3,7,8,0.35,0.1683889028,0.3727408148,0.4588702824,0.0657317398,0.1006446079,0.1035765445,-0.2866113472,0.2903773425
20,6,0.3,0.3,7,8,0.4,0.1668641411,0.3676319492,0.4655039097,0.0659395231,0.1038256848,0.107111419,-0.2697599886,0.300667863
20,6,0.3,0.3,7,8,0.45,0.1659665084,0.3679671511,0.4660663406,0.0659598619,0.1071787791,0.1105203273,-0.2698679616,0.3112339403
20,6,0.3,0.3,7,8,0.5,0.1663535545,0.3644450316,0.4692014139,0.0664231953,0.1109820538,0.1147617987,-0.2596886493,0.3234019593
20,6,0.3,0.3,7,8,0.55,0.1652571143,0.3590396687,0.4757032171,0.0665783528,0.1147161672,0.1186779199,-0.2423761203,0.3351817208
20,6,0.3,0.3,7,8,0.6,0.164864641,0.3566138465,0.4785215125,0.0670202946,0.1195992594,0.1236973978,-0.2347061806,0.3503478215
20,6,0.3,0.3,7,8,0.65,0.1633173135,0.3479081658,0.4887745207,0.066969841,0.1238983711,0.1284039247,-0.207041811,0.3641395646
20,6,0.3,0.3,7,8,0.7,0.1652171243,0.3429856822,0.4917971936,0.0679144576,0.1308351741,0.1356707584,-0.1941741707,0.3856189488
20,6,0.3,0.3,7,8,0.75,0.1660641982,0.3308885636,0.5030472382,0.0682199007,0.1371962075,0.1423873583,-0.158729889,0.4055260359
20,6,0.3,0.3,7,8,0.8,0.1656651551,0.3212255508,0.5131092941,0.0683698674,0.1445002592,0.1507252719,-0.1293418074,0.4290540697
20,6,0.3,0.3,7,8,0.85,0.1683426286,0.3013906523,0.530266719,0.0696328062,0.1536067783,0.1603962748,-0.0725145856,0.4572238988
20,6,0.3,0.3,7,8,0.9,0.1744579569,0.2821224694,0.5434195737,0.071642299,0.1628106683,0.1713005613,-0.0208253651,0.4866315764
20,6,0.3,0.3,7,8,0.95,0.1862001642,0.2375958867,0.576203949,0.0740751014,0.1812537376,0.1887358781,0.1010121755,0.5413011714
20,6,0.3,0.3,7,10,0.0,0.1640749813,0.3447775199,0.4911474988,0.062651997,0.080724503,0.0850728032,-0.198407541,0.2301309896
20,6,0.3,0.3,7,10,0.05,0.1614330703,0.3395031242,0.4990638055,0.0626145899,0.0829630265,0.0877149944,-0.179942443,0.2377767221
20,6,0.3,0.3,7,10,0.1,0.158749027,0.335161781,0.506089192,0.0624729572,0.0845571148,0.0897633291,-0.16423437,0.2434462136
20,6,0.3,0.3,7,10,0.15,0.1567836612,0.3321852394,0.5110310994,0.0624270409,0.0865634869,0.0918284491,-0.1533393794,0.2499250786
20,6,0.3,0.3,7,10,0.2,0.154469097,0.3276637983,0.5178671047,0.0625024173,0.0890829138,0.0951330417,-0.137460492,0.2587515714
20,6,0.3,0.3,7,10,0.25,0.1522363695,0.3224972328,0.5252663977,0.062337494,0.0915292666,0.0974950222,-0.119728068,0.2664761746
20,6,0.3,0.3,7,10,0.3,0.1503482701,0.3165554326,0.5330962974,0.062173757,0.0927109415,0.0992929933,-0.1000145678,0.2709576636
20,6,0.3,0.3,7,10,0.35,0.1482890706,0.3072171957,0.5444937337,0.0623192042,0.095445332,0.1027501421,-0.0699406577,0.2802931985
20,6,0.3,0.3,7,10,0.4,0.1471246474,0.3014914843,0.5513838683,0.0624710874,0.098181193,0.1059646661,-0.0515991002,0.2893398311
20,6,0.3,0.3,7,10,0.45,0.1456025994,0.2937716999,0.5606257007,0.0625864275,0.0999877095,0.1081209421,-0.0269176991,0.2953329389
20,6,0.3,0.3,7,10,0.5,0.1437277823,0.2846434106,0.5716288071,0.0622956265,0.1026283139,0.1109990536,0.0023419859,0.3039676043
20,6,0.3,0.3,7,10,0.55,0.1424775235,0.2773569465,0.58016553,0.0622519345,0.1053668356,0.1141609164,0.0254516371,0.3129865141
20,6,0.3,0.3,7,10,0.6,0.1416860071,0.2654664905,0.5928475024,0.0622988899,0.1097613653,0.1190803976,0.0619145214,0.3272055375
20,6,0.3,0.3,7,10,0.65,0.1410641625,0.2513248831,0.6076109544,0.062611014,0.1100005164,0.1204006327,0.1049611883,0.3290126754
20,6,0.3,0.3,7,10,0.7,0.1412931053,0.2384516728,0.6202552219,0.0628840631,0.1128475641,0.1231448608,0.1433518763,0.3376278955
20,6,0.3,0.3,7,10,0.75,0.1431080801,0.2245458635,0.6323460563,0.0634814046,0.1155837441,0.1266388586,0.1832543293,0.346713189
20,6,0.3,0.3,7,10,0.8,0.142099618,0.2004821652,0.6574182169,0.0631306796,0.1183610001,0.1305615709,0.2564538865,0.3566846844
20,6,0.3,0.3,7,10,0.85,0.1418679616,0.1765480059,0.6815840326,0.0637477589,0.1170700964,0.1308658379,0.3284880209,0.3542350827
20,6,0.3,0.3,7,10,0.9,0.1463788339,0.1450100332,0.7086111329,0.0653386528,0.1154268759,0.1306478574,0.4185910665,0.3501549526
20,6,0.3,0.3,7,10,0.95,0.155814475,0.0987953012,0.7453902239,0.0684896164,0.1028334326,0.1218752755,0.5477996215,0.314049968
20,7,0.3,0.3,7,8,0.0,0.182075624,0.3819200914,0.4360042846,0.0651749842,0.0820133548,0.0839150861,-0.3278358982,0.2301886403
20,7,0.3,0.3,7,8,0.05,0.1791336452,0.3806785446,0.4401878102,0.0651946483,0.0841505051,0.0858140207,-0.3211692791,0.2368106821
20,7,0.3,0.3,7,8,0.1,0.1766101332,0.3809030599,0.4424868069,0.0652272592,0.0873268025,0.0893691198,-0.319319313,0.2474007896
20,7,0.3,0.3,7,8,0.15,0.1743245617,0.3802797872,0.4453956511,0.0654364768,0.0893658785,0.0915514786,-0.3151639233,0.2539659743
20,7,0.3,0.3,7,8,0.2,0.1721728139,0.3784728104,0.4493543757,0.0652863143,0.0918524767,0.0940414106,-0.307591245,0.261969502
20,7,0.3,0.3,7,8,0.25,0.1701146142,0.3769153426,0.4529700432,0.0654079464,0.0951095064,0.0975988972,-0.300860642,0.2725713567
20,7,0.3,0.3,7,8,0.3,0.1672387617,0.3748417181,0.4579195201,0.0651894501,0.0985794183,0.1013339846,-0.2917639162,0.2839257135
20,7,0.3,0.3,7,8,0.35,0.1657904095,0.3742415825,0.459968008,0.0654808324,0.1009346287,0.1039453009,-0.2885151569,0.291487896
20,7,0.3,0.3,7,8,0.4,0.1641512479,0.3697269968,0.4661217553,0.0654817956,0.1058592073,0.1092739982,-0.2733322384,0.3073820416
20,7,0.3,0.3,7,8,0.45,0.1628022994,0.3658391117,0.4713585889,0.0655167357,0.1091116369,0.1124377553,-0.2603196344,0.3174491408
20,7,0.3,0.3,7,8,0.5,0.1612899632,0.3647480987,0.4739619381,0.065655868,0.1138507134,0.1173094776,-0.2555342593,0.3323177158
20,7,0.3,0.3,7,8,0.55,0.1590282429,0.3576501589,0.4833215982,0.0656967997,0.1165210646,0.1204796701,-0.2319787196,0.3411405351
20,7,0.3,0.3,7,8,0.6,0.157123005,0.3524690256,0.4904079694,0.0656338188,0.1221063433,0.1264435322,-0.2145300818,0.358898396
20,7,0.3,0.3,7,8,0.65,0.1564024708,0.3445665726,0.4990309565,0.0657689594,0.129032461,0.1335798081,-0.1901021887,0.3804942041
20,7,0.3,0.3,7,8,0.7,0.1555168351,0.3392731817,0.5052099832,0.0658787614,0.1350280318,0.1399486926,-0.1733363802,0.3993398346
20,7,0.3,0.3,7,8,0.75,0.1531467133,0.3278521798,0.5190011069,0.0663106404,0.1438178675,0.149161306,-0.1367032528,0.4266785178
20,7,0.3,0.3,7,8,0.8,0.1523854751,0.312129539,0.5354849859,0.066559127,0.1523621601,0.1585514724,-0.0887740922,0.4536968595
20,7,0.3,0.3,7,8,0.85,0.1510228157,0.2945237976,0.5544533867,0.0666093699,0.1623630695,0.1692914708,-0.0345942086,0.4850523558
20,7,0.3,0.3,7,8,0.9,0.1536191666,0.2667913022,0.5795895312,0.0672760533,0.1772392427,0.1844971623,0.0460069268,0.5306109394
20,7,0.3,0.3,7,8,0.95,0.1538102617,0.2177378513,0.628451887,0.0684882085,0.1951130526,0.2041600664,0.1929761845,0.5865810674
20,7,0.3,0.3,7,10,0.0,0.1638945978,0.3443587675,0.4917466348,0.0624767078,0.0802807996,0.0842707599,-0.1969709001,0.2284032521
20,7,0.3,0.3,7,10,0.05,0.160894205,0.3407523833,0.4983534116,0.0624451763,0.0823159258,0.0870941192,-0.183151355,0.2358237192
20,7,0.3,0.3,7,10,0.1,0.1586626201,0.335986432,0.505350948,0.062438466,0.0849852832,0.0899349048,-0.1666219159,0.2445459617
20,7,0.3,0.3,7,10,0.15,0.1561661013,0.3325772843,0.5112566144,0.0625590656,0.0871192745,0.0923197731,-0.1538979541,0.2515554732
20,7,0.3,0.3,7,10,0.2,0.1528687828,0.326066769,0.5210644482,0.0621911764,0.0891403035,0.0952273478,-0.1310690899,0.2591239486
20,7,0.3,0.3,7,10,0.25,0.15042268,0.3203117792,0.5292655408,0.0619876878,0.0915948068,0.0980522468,-0.1113580176,0.2673863015
20,7,0.3,0.3,7,10,0.3,0.1483920448,0.3138158318,0.5377921234,0.0620935554,0.0938172951,0.1005515366,-0.0898395401,0.2746465445
20,7,0.3,0.3,7,10,0.35,0.1458214018,0.3099358018,0.5442427964,0.062061976,0.0968835425,0.1043222809,-0.0756288071,0.2850693985
20,7,0.3,0.3,7,10,0.4,0.144181526,0.3002043775,0.5556140965,0.0618217012,0.0991838063,0.1068307976,-0.0447946585,0.2926075478
20,7,0.3,0.3,7,10,0.45,0.1416848645,0.2903389867,0.5679761488,0.0616493851,0.1018736712,0.1099908541,-0.0127018245,0.3015993036
20,7,0.3,0.3,7,10,0.5,0.1395988146,0.2810348841,0.5793663013,0.0613683953,0.104913371,0.1136436294,0.017296533,0.3118547035
20,7,0.3,0.3,7,10,0.55,0.137641304,0.2697901239,0.5925685721,0.0616416366,0.1073934633,0.1165313564,0.0529883243,0.3199053362
20,7,0.3,0.3,7,10,0.6,0.1350253865,0.2574317849,0.6075428286,0.0612665277,0.1096260889,0.119185336,0.0926792588,0.3274378328
20,7,0.3,0.3,7,10,0.65,0.1331875603,0.2459597958,0.620852644,0.0610718587,0.1142792769,0.1244540018,0.1289330525,0.3425862967
20,7,0.3,0.3,7,10,0.7,0.1312236227,0.2274574214,0.641318956,0.0609404942,0.1149750673,0.1257721586,0.1864041133,0.3454620335
20,7,0.3,0.3,7,10,0.75,0.1287402435,0.2072296212,0.6640301353,0.0609515019,0.1153104217,0.1271315351,0.249570893,0.3476148308
20,7,0.3,0.3,7,10,0.8,0.1299809333,0.1898608205,0.6801582462,0.0611584272,0.1193296378,0.1314590737,0.3004366051,0.3602792424
20,7,0.3,0.3,7,10,0.85,0.1247071089,0.1551562109,0.7201366801,0.0604482306,0.1153036981,0.1289486082,0.4098242582,0.3497783732
20,7,0.3,0.3,7,10,0.9,0.1235206913,0.1149011319,0.7615781769,0.0601079881,0.1061853515,0.1213363328,0.5317759132,0.3234092604
20,7,0.3,0.3,7,10,0.95,0.1207455279,0.0756779377,0.8035765344,0.0600336995,0.0930610279,0.1113070112,0.6522206591,0.2862198309
20,8,0.3,0.3,7,8,0.0,0.1821383226,0.3828520013,0.4350096762,0.0651644289,0.0822399311,0.0838670995,-0.3306943264,0.2306267616
20,8,0.3,0.3,7,8,0.05,0.1793871532,0.3816337344,0.4389791124,0.0652891519,0.084066668,0.0858745956,-0.3242883565,0.2366457686
20,8,0.3,0.3,7,8,0.1,0.1763373442,0.3800262791,0.4436363766,0.0650450974,0.0868344447,0.0887548609,-0.3164161817,0.2457882652
20,8,0.3,0.3,7,8,0.15,0.174453101,0.3792574713,0.4462894276,0.0653988475,0.0892092322,0.0916155998,-0.3122255151,0.253724178
20,8,0.3,0.3,7,8,0.2,0.1719965723,0.377118149,0.4508852787,0.0652399415,0.0925557162,0.0951374448,-0.3033510194,0.2646512118
20,8,0.3,0.3,7,8,0.25,0.1693352376,0.3761511051,0.4545136573,0.0649687083,0.0953282183,0.0976216615,-0.2977885529,0.2732634545
20,8,0.3,0.3,7,8,0.3,0.1669883958,0.3740514871,0.4589601171,0.0651066299,0.0986628319,0.1013572277,-0.2891428571,0.2841623526
20,8,0.3,0.3,7,8,0.35,0.1648714964,0.3697968365,0.4653316671,0.0654149842,0.1029169619,0.1061310533,-0.2742620059,0.2979673931
20,8,0.3,0.3,7,8,0.4,0.1628197236,0.3681235405,0.4690567358,0.065207503,0.1060912728,0.1093795693,-0.2671903453,0.3080905429
20,8,0.3,0.3,7,8,0.45,0.1599174492,0.3667167494,0.4733658014,0.0651605198,0.1110678914,0.1146390229,-0.2600676974,0.3239614006
20,8,0.3,0.3,7,8,0.5,0.158209162,0.3629524048,0.4788384332,0.0652735187,0.1152555252,0.1189708628,-0.2470663763,0.3371111843
20,8,0.3,0.3,7,8,0.55,0.1557774842,0.3593465919,0.4848759239,0.0652999507,0.1208519385,0.1250401097,-0.23381726,0.3549761488
20,8,0.3,0.3,7,8,0.6,0.1540463456,0.3513188846,0.4946347699,0.0649495371,0.126153932,0.1307655152,-0.2080029993,0.3719554578
20,8,0.3,0.3,7,8,0.65,0.1519378727,0.3457741279,0.5022879994,0.0648059614,0.131897506,0.1365199553,-0.1892602564,0.3897373241
20,8,0.3,0.3,7,8,0.7,0.1502154461,0.3352647552,0.5145197986,0.0651005711,0.1394876905,0.1447539243,-0.1560097119,0.4136735693
20,8,0.3,0.3,7,8,0.75,0.1500054986,0.3246992538,0.5252952476,0.0651379302,0.1478550465,0.1534896284,-0.1241032599,0.4397248991
20,8,0.3,0.3,7,8,0.8,0.1468164387,0.305766844,0.5474167172,0.0651419956,0.1586102622,0.1652449729,-0.0641169708,0.4736813651
20,8,0.3,0.3,7,8,0.85,0.1456100261,0.2900734816,0.5643164923,0.0648672777,0.1687679078,0.17580834,-0.015830471,0.5051790079
20,8,0.3,0.3,7,8,0.9,0.1435166923,0.2468387189,0.6096445889,0.0649792049,0.1788477449,0.1867626394,0.1159671511,0.5367637762
20,8,0.3,0.3,7,8,0.95,0.1428397186,0.1876532295,0.6695070518,0.0649846847,0.1933975949,0.2023696484,0.2942005927,0.5820912159
20,8,0.3,0.3,7,10,0.0,0.1637552041,0.3440686971,0.4921760988,0.0626197947,0.0801156345,0.0847537005,-0.1959612954,0.2285129783
20,8,0.3,0.3,7,10,0.05,0.1611517121,0.3410694469,0.497778841,0.0624788958,0.0823104836,0.0869068201,-0.1843600528,0.2355870446
20,8,0.3,0.3,7,10,0.1,0.1577232835,0.3345196558,0.5077570607,0.0623584034,0.0846282921,0.0897131417,-0.1612822509,0.2435978026
20,8,0.3,0.3,7,10,0.15,0.1556319492,0.3315144071,0.5128536437,0.062364133,0.0870506738,0.0929025775,-0.1501751705,0.252152762
20,8,0.3,0.3,7,10,0.2,0.1524360339,0.3247825187,0.5227814475,0.0621107333,0.0894080492,0.0951702734,-0.1267835898,0.2596525603
20,8,0.3,0.3,7,10,0.25,0.1499325169,0.3202357982,0.5298316849,0.0618899418,0.0924466864,0.0987294437,-0.1106399115,0.269926135
20,8,0.3,0.3,7,10,0.3,0.1471122219,0.3133153854,0.5395723926,0.0615810639,0.0943679255,0.1010184839,-0.0870583783,0.2765168704
20,8,0.3,0.3,7,10,0.35,0.1452398329,0.307323312,0.5474368551,0.0616274889,0.0972391224,0.1041997516,-0.067209769,0.2858488263
20,8,0.3,0.3,7,10,0.4,0.1419278038,0.2991145071,0.5589576891,0.061553603,0.098836786,0.1065852832,-0.039271325,0.2917461864
20,8,0.3,0.3,7,10,0.45,0.1396823651,0.288848645,0.5714689899,0.0612925029,0.1019612913,0.110404932,-0.0062283001,0.302375321
20,8,0.3,0.3,7,10,0.5,0.1369680437,0.2787284607,0.5843034956,0.0609039966,0.1060153854,0.1147034666,0.0268465741,0.3154166036
20,8,0.3,0.3,7,10,0.55,0.1345399364,0.2675648231,0.5978952405,0.0608234671,0.1087516867,0.1181250586,0.0627655943,0.3246893534
20,8,0.3,0.3,7,10,0.6,0.1317900525,0.2531167208,0.6150932267,0.0606360363,0.110417184,0.1202033941,0.1088597851,0.3303707571
20,8,0.3,0.3,7,10,0.65,0.1293168137,0.2364114686,0.6342717178,0.0602183183,0.1123686285,0.123176095,0.1614487807,0.3376756009
20,8,0.3,0.3,7,10,0.7,0.1268502874,0.2212652551,0.6518844575,0.0600331135,0.1146365983,0.1258504096,0.2093539472,0.3451902742
20,8,0.3,0.3,7,10,0.75,0.1241876674,0.2016343057,0.6741780269,0.0597263343,0.1180097102,0.1299830617,0.2709094155,0.356524991
20,8,0.3,0.3,7,10,0.8,0.1224932338,0.1709701146,0.7065366516,0.059461745,0.1142353317,0.127180201,0.3645964223,0.3460509766
20,8,0.3,0.3,7,10,0.85,0.1178902417,0.1395428286,0.7425669297,0.0584797382,0.1112889141,0.1250072034,0.4634812725,0.3381596923
20,8,0.3,0.3,7,10,0.9,0.1159631521,0.1101380369,0.773898811,0.0585017642,0.1086017017,0.1238283117,0.5536227372,0.3315439898
20,8,0.3,0.3,7,10,0.95,0.1129440497,0.060339915,0.8267160353,0.0577523419,0.0845594641,0.1028555437,0.7060362052,0.2607085354
20,9,0.3,0.3,7,8,0.0,0.1817115721,0.38107416,0.4372142679,0.0652016592,0.0819262246,0.0837031714,-0.3249340522,0.2297554954
20,9,0.3,0.3,7,8,0.05,0.1791049381,0.3820084979,0.4388865641,0.0651128907,0.0843011565,0.0860721392,-0.3251304317,0.2374573063
20,9,0.3,0.3,7,8,0.1,0.1767202485,0.3798710322,0.4434087192,0.0653094231,0.0873164604,0.0895807111,-0.3163333452,0.247565053
20,9,0.3,0.3,7,8,0.15,0.1736064555,0.379593673,0.4467998715,0.0651435058,0.0898385784,0.0918804441,-0.3123874746,0.2554692083
20,9,0.3,0.3,7,8,0.2,0.1716679402,0.3774670618,0.450864998,0.0650608724,0.0927694336,0.095306753,-0.3040691256,0.2653701268
20,9,0.3,0.3,7,8,0.25,0.168850216,0.3794674189,0.4516823651,0.065216229,0.0961577584,0.0984472176,-0.3072524726,0.2757664554
20,9,0.3,0.3,7,8,0.3,0.1662100189,0.3752680401,0.4585219409,0.0650868087,0.099220049,0.102288489,-0.2920141393,0.2863283576
20,9,0.3,0.3,7,8,0.35,0.1638683186,0.3716775092,0.4644541722,0.0651150389,0.1029097713,0.1056147207,-0.2789008462,0.2975331867
20,9,0.3,0.3,7,8,0.4,0.1613569465,0.370085193,0.4685578605,0.0649631632,0.107187953,0.1104548978,-0.2716125254,0.3116022653
20,9,0.3,0.3,7,8,0.45,0.1594174314,0.3660352055,0.4745473632,0.0650009683,0.1096306676,0.1131183069,-0.2575230478,0.3194531296
20,9,0.3,0.3,7,8,0.5,0.1567709501,0.3623639804,0.4808650694,0.0646567877,0.115227138,0.1191111884,-0.2438628914,0.3374391578
20,9,0.3,0.3,7,8,0.55,0.1548460028,0.355452137,0.4897018602,0.0647993601,0.1200945986,0.1243728412,-0.2212024137,0.3529081644
20,9,0.3,0.3,7,8,0.6,0.1528525012,0.3515518263,0.4955956725,0.0648030739,0.1271530605,0.1315136589,-0.2075079801,0.3748280344
20,9,0.3,0.3,7,8,0.65,0.1504750955,0.3445869961,0.5049379084,0.0643581058,0.1354930864,0.1402582204,-0.1842360838,0.4011027702
20,9,0.3,0.3,7,8,0.7,0.1481770986,0.3302674331,0.5215554683,0.0643659669,0.1400664851,0.1453900168,-0.138979398,0.4157409493
20,9,0.3,0.3,7,8,0.75,0.1459977863,0.3244738815,0.5295283322,0.0643413486,0.1493309718,0.1549829075,-0.1194194309,0.4444973807
20,9,0.3,0.3,7,8,0.8,0.1441021173,0.3041369658,0.5517609169,0.0641613088,0.1606255643,0.1670463101,-0.0565130146,0.4798786238
20,9,0.3,0.3,7,8,0.85,0.1412801085,0.2801349663,0.5785849252,0.063909769,0.1703880603,0.1774341873,0.0183149927,0.5103648714
20,9,0.3,0.3,7,8,0.9,0.1395571107,0.2378792445,0.6225636448,0.0639337307,0.1852137087,0.1934669442,0.1468051559,0.5567207909
20,9,0.3,0.3,7,8,0.95,0.1361538187,0.174127611,0.6897185704,0.063312821,0.1960136133,0.2058063216,0.3414633484,0.5912526694
20,9,0.3,0.3,7,10,0.0,0.1640561288,0.344582283,0.4913615882,0.0625940021,0.0802849739,0.0843442356,-0.1978029778,0.2284291887
20,9,0.3,0.3,7,10,0.05,0.1608549291,0.340118399,0.4990266719,0.0624577163,0.0823459734,0.0872234838,-0.181210126,0.2360233712
20,9,0.3,0.3,7,10,0.1,0.1581600314,0.3365284393,0.5053115293,0.0622883128,0.0847000777,0.0895504775,-0.1677453494,0.2436038078
20,9,0.3,0.3,7,10,0.15,0.1549641161,0.330494662,0.5145412218,0.0621174949,0.0867102033,0.0922199699,-0.1464481023,0.250815387
20,9,0.3,0.3,7,10,0.2,0.1525067305,0.3237092156,0.523784054,0.0620244719,0.0894182844,0.0957904161,-0.1236343771,0.2603980005
20,9,0.3,0.3,7,10,0.25,0.1495570393,0.3195865319,0.5308564288,0.06177427,0.0919352349,0.0982155926,-0.1083166351,0.2683641397
20,9,0.3,0.3,7,10,0.3,0.146901846,0.3142037348,0.5388944193,0.0617602099,0.0953620673,0.1020520048,-0.0895130503,0.2796045981
20,9,0.3,0.3,7,10,0.35,0.1439117364,0.3035771057,0.5525111579,0.0612979777,0.0976103707,0.1045061925,-0.0546430535,0.2870826632
20,9,0.3,0.3,7,10,0.4,0.1414019352,0.2978351127,0.5607629521,0.0612280592,0.0997123001,0.1075166226,-0.0349072732,0.2946811474
20,9,0.3,0.3,7,10,0.45,0.1386360553,0.2861019031,0.5752620416,0.0611168108,0.1040771244,0.1123763758,0.0030582354,0.3088804095
20,9,0.3,0.3,7,10,0.5,0.1357055022,0.2785080873,0.5857864105,0.0608113712,0.1060669997,0.1150189146,0.028770236,0.3159007076
20,9,0.3,0.3,7,10,0.55,0.1331007248,0.2654943407,0.6014049345,0.060683173,0.1082753214,0.1178268003,0.0704162531,0.3234591797
20,9,0.3,0.3,7,10,0.6,0.1298629628,0.2481566751,0.6219803621,0.059952824,0.1106786421,0.1202943783,0.1256670118,0.3312432658
20,9,0.3,0.3,7,10,0.65,0.1269718285,0.2321012604,0.6409269111,0.0596775458,0.1126242932,0.1232878904,0.1767243903,0.3385000463
20,9,0.3,0.3,7,10,0.7,0.124431892,0.2098341129,0.6657339951,0.0595071697,0.1122509654,0.1237435748,0.2460657693,0.3383147734
20,9,0.3,0.3,7,10,0.75,0.1212218374,0.1874804156,0.691297747,0.0588591871,0.1128168198,0.1249760065,0.3163369158,0.3410190725
20,9,0.3,0.3,7,10,0.8,0.1180222087,0.1646525511,0.7173252401,0.0584127333,0.113632549,0.1264291833,0.3880201378,0.3443879462
20,9,0.3,0.3,7,10,0.85,0.1166893991,0.1328170814,0.7504935195,0.0584128558,0.1087476537,0.123020033,0.4848593566,0.3309591745
20,9,0.3,0.3,7,10,0.9,0.1120594137,0.0940350627,0.7939055236,0.0572686648,0.0980099274,0.1140315984,0.6058353983,0.3001431185
20,9,0.3,0.3,7,10,0.95,0.1083941872,0.0532471168,0.838358696,0.0564872918,0.0810552683,0.0994790369,0.7318644625,0.2504522852
